SHIPNAME	GETM	CAPTAINNAME	OWNER	PORT	TONNAGE	CANONS	CARRON	SWIVEL	CREW	CAPTURED/NOT	UNDOC_1	CRUISEYEAR	UNDOC_2	CONSTRUCTION_YEAR
FURET		LEGONIDE	POTIER HAREMBERT	STM	170	14			101			1811	2	1811
FURET		MARANCOURT	POTIER HAREMBERT	STM	160	2	9		101	T		1811		1810
FURET		TARRIS PIERRE	CHOISNARD CHAS	BOU	52	6			48			1811		
FURET		BILLEMONT JN	BOULON PIERRE	DUN	91	10	4		73	W		1812		
FURET		MARANCOURT	POTIER HAREMBERT	STM	170	14			101			1812		1811
FURET		GAUTIER	POTIER HAREMBERT	STM	170	14			101	T		1813		1811
FURET DE CALAIS		TRUDIN FRAN	MICHAUD GRIMONPRE	BOU	16			2	36			1797		
FURET NO ONE		HURET JEAN	TIESSET FILS	BOU								1797		
FURET NO THREE		HURET JEAN	TIESSET	BOU	12				31			1799		
FURET NO TWO			MERLIN DUBROEUIL	BOU	83	16			59			1811		1809
FURET NO TWO		BROQUANT  PRE	MERLIN DUBROEUIL	BOU	83	16			59	T		1812		1809
FURIE PRIZE		LE REDDE	THOMAZEAU	STM	25	4			26			1800		
GABRIELLE			EDOUARD J	FEC	10			2	14	T		1803		1799 1800
GAGEUR		GOIS PIERRE	PECHE LOUIS	BAY	10			4	20			1797		
GAGEUR		GOIS PIERRE	PECHE LOUIS	BAY	10			4	20			1798		
GAGEURE		BARRAILLAT JN	DUPEYRON	BAY	10			2	15			1813		
GAGEUX		DERMIT FRANC	GRAILLIER LASSERRE	STJ				4	19		1	1808		1794
GAME COCK		BILLEMONT JEAN	QUENOUILLE AINE	DIE								1810		
GASCON		LAGARRIGUE	LACOMBE CANALLOT	LOR	180	14			112			1809	1	
GASCON		LAGARRIGUE	LACOMBE CANALLOT	LOR	180	14			112	T		1810		
GAYANT		LANDE MICHEL	DEFONTAINE OFDOUAI	CAL	35	12	2		31	T		1808		
GAZELLE		MORIN RENE	BLAISE LOUIS ET F	STM	160	14			91			1811	1	1811
GAZELLE		MORIN RENE	BLAISE LOUIS ET F	STM	160	14			91	T		1812		
GENERAL AUGEREAU		PELLOT ETIENNE	BERDECQ  DUFOURCQ	BOR	162	14		5	74			1804		
GENERAL AUGEREAU		PELLOT ETIENNE	BERDECQ  DUFOURCQ	BOR	162	14		5	74	T		1805		
GENERAL BERNADOTTE		GUERIN PIERRE	CABAIGNAC BARASQUE	BOR	60	14			57			1799		
GENERAL BERNADOTTE		GUERIN PIERRE	CABAIGNAC BARASQUE	BOR	60	14			57	T		1800		
GENERAL BRUNE		MONGRUE LARTIG	DUFOURCQ ET FILS	BAY	25	12		4	14			1799		
GENERAL CAFFARELLY			MOISSY ET CIE	CAL		11			49			1809		
GENERAL CAFFARELLY		RENAUX LOUIS	MOISSY ET CIE	DIE		11			49			1810		
GENERAL CAFFARELLY			MOISSY ET CIE	CAL		11			49			1811		
GENERAL CANDAUX			QUENOUILLE LANCHON	DIE	58	16			48			1807		1807
GENERAL CANDAUX		DROUAUX TOUSS	QUENOUILLE LANCHON	DIE	58	16			48	T		1808		1807
GENERAL COSMAO				BAS								1810		
GENERAL DARMAGNAC		PELLOT	BASTERRECHE FRS	BAY	28	12	3		28			1810		
GENERAL DARMAGNAC			BASTERRECHE FRS	BAY	28	12	3		28			1811		
GENERAL DARMAGNAC			BASTERRECHE FRS	BAY	28	12	3		28			1812		
GENERAL DORSENNE		COUTEUX JACQ.	REANZ DEVRIES	DUN	83	14			59			1809		
GENERAL DORSENNE			REANZ DEVRIES	DUN	83	14			59	T		1810		
GENERAL DU CAEN		PREYRE LOUIS							191	T		1804		
GENERAL DUMOURIEZ		GUERRE	CONTE FRERES	BOR	500	22			120		1	1793		
GENERAL DUROSNEL			EMMERY ET VANHEE	HAM								1811		
GENERAL EMERIAU		DURAND FRANC	AGUILLON FRANCOIS	MAR							1	1809		
GENERAL EMERIAU		DURAND FRANC	AGUILLON FRANCOIS	MAR								1810		
GENERAL JUNOT		ROGERIE CHAS	DUBOIS ALEX	STM	50	1			64			1807		1807
GENERAL JUNOT		ROGERIE CHAS	DUBOIS ALEX	STM	50	1			64			1808		
GENERAL LIEBERT				STE								1811		
GENERAL MATHIEU GETM			SCHILDT MURATEL	ROC	217	4			25	T		1808		
GENERAL MONCEY			ST JEAN RICH	BOR								1808		
GENERAL MONCEY			ST JEAN RICH	BOR	14			4	27		1	1809		1809
GENERAL MONCEY		MAGUE JN	ST JEAN RICH	STJ	14			4	27		1	1810		1809
GENERAL MOREAU		RAIMOND	BARRERE JR	BOR	120				86	T		1803		1802
GENERAL OLIVIER				LEG								1803		
GENERAL PAJOL		GODARD R		DUN								1810		
GENERAL PAJOL			ANDRIEL ET WOLFF	DAN		14			52			1811		
GENERAL PAJOL		CHARETTE	LANGFREY	RST		14			70			1811		
GENERAL PARIS			DELAFOSSE PASCAL	CAL	45	3	1	1	46	T		1808		
GENERAL PERIGNON		LECONTE FRANC	THOMAS AUGUSTIN	STM	160	14			100			1804		1804
GENERAL PERIGNON			THOMAS AUGUSTIN	STM	160	14			100			1805		1804
GENERAL PERIGNON			THOMAS AUGUSTIN	STM	160	14			100			1806		1804
GENERAL PERIGNON			THOMAS AUGUSTIN	STM	160	14			100			1807		1804
GENERAL PERIGNON			BASTERRECHE FRS.	RIV	160	14			100			1808		1804
GENERAL PERIGNON		NICOLAS ALAIN	BASTERRECHE FRS.	STM	160	14			100	T		1810		1804
GENERAL RAPP		KIRSCH CHAS	BOYER CHAS NEG	DAN	130	8			41			1808		
GENERAL RAPP		KIRSCH	BOYER CHAS	DAN	130	8			41	T		1809		
GENERAL RAPP		KIRSCH C	MAYER	DAN								1811		
GENERAL SCOTT		AOT LOUIS		MIN					26			1801		
GENERAL VALLETAUX				ROS		4			36			1811		
GENIE		HURET		BOU								1799		
GENIE		CORNU CHAS	DUJAT WALLET	BOU	69	16			61			1808		
GENIE			DUJAT WALLET	BOU	69	16			61			1809		
GENIE		CORNU CHAS	LUNEL CASTINEL	BOU	87	16			59		1	1810		1810
GENIE		DEZANDT JEAN	DUJAT WALLET	BOU	69	16			61			1810		
GENIE		CORNU CHAS	LUNEL CASTINEL	BOU	87	16			59		1	1811		1810
GENIE		SOUBITEZ	FOUBE J	BOU	87	16			60			1811		1810
GENIE		SOUBITEZ	FOUBE J	BOU	87	16			60			1812		1810
GENIE				CAL								1813		
GENIE		FOURNY	FOUBE J	BOU	87	16			60	T	1	1813		1810
GEORGETTE		ECLET JEAN	RICORD CLAIR	NAN	300				150	T	1	1793		
GIRONDE		DARRIGRAND	LACOMBE DAN	BOR	200	16			93			1798		
GIRONDE		MARTIN MICHEL	LACOMBE DAN	BOL	150	16			91	T		1800		
GLANEUR		TIERCE JEAN	ADAM	CHE	55	6			33			1798		
GLANEUR		TIERCE JEAN	ADAM	CHE	55	6			33	T		1799		
GLANEUR			CULIE	CAL								1804		
GLANEUR		CORNU PHIL	CULIE	CAL								1805		
GLANEUR		CORNU PHIL	CULIE	CAL								1806		
GLANEUR			CULIE	CAL								1807		
GLANEUR			DUPUY ET TRONQUE	DUN								1807		
GLANEUR		MERLIERS LOUIS	DUPUY ET TRONQUE	DUN								1808		
GLANEUSE		QUONIAM LOUIS	MAGON VIEUVILLE	STM	150	14			65			1806		1806
GLANEUSE		QUONIAM LOUIS	MAGON VIEUVILLE	STM	150	14			65	T		1807		1806
GLANEUSE		VILLEAUBAULT B	MAGON VIEUVILLE	STM	120	14			87	T		1810		1810
GLOIRE		BOURGOINE ET	LEON NEG	ILE	200				113			1800		
GLOIRE		BOURGOINE ET	LEON NEG	ILE	200				113	T		1801		
GOUJON		CORTALA FRAN	PAGES BERN FILS	STJ	6				23		1	1796		
GOUJON		CORTALA FRAN	PAGES BERN FILS	STJ	6				23		1	1797		
GOUJON		DERREY MARTIN	PAGES BERN FILS	STJ	6				23		1	1798		
GOUJON			PAGES BERN FILS	STJ	6				23		1	1799		
GOUVERNEUR DE PARIS		ETCHEVERRY LS	GOUZE ET CIE	STJ	4			2	14			1809		1801
GOUVERNEUR FERINO		ALTAZIN	LEFEBRE ALEX	CAL	50	16			58	T		1808		1808
GRACES PRIZE		MALO GUILL	LEFEBURE MORTREVIL	DUN	16	4			23	T		1797		
GRAND ARGUS		DAGUENET MICH	GOURDAN JN ET CIE	GRA	51	4			42	T		1807		1807
GRAND DIABLE PRIZE		SALVITAT ROBT	SALVITAT LE GRAND	HON	40				8	T		1799		
GRAND DRAGON		ADAM NIC	DESLANDES JEUNE	GRA	30	2			29			1810		1810
GRAND DRAGON		ADAM NIC	DESLANDES JEUNE	GRA	30	2			29			1811		1810
GRAND DUC DE BERG		DROSIER FRANC	VIEL AINE	CAL								180		
GRAND DUC DE BERG		BAZIN	VIEL AINE	CAL								1808		
GRAND DUC DE BERG		DROSIER	VIEL AINE	CAL								1810		
GRAND DUC DE BERG			VIEL AINE	CAL							1	1811		
GRAND FERRAILLEUR		MALBERNAS JACQ	GASSIER	BOR	180	16			121	T		1799		
GRAND GUINOLA		LE BLANC THOS	DUCHENE PINTEDEVIN	STM	72	14						1797		1797
GRAND INDIEN		VESBAIS	MEGNONNES	GRA	176	30			120			1798		
GRAND INDIEN		VESBAIS	MEGNONNES	GRA	176	20			120	T		1799		
GRAND JEAN BART		DUPUIS JEAN	FONTAN JEUNE	STM	220	14			94			1810		
GRAND JEAN BART			FONTAN JEUNE	STM	220	14			94			1811		
GRAND JEAN BART		DUPONT	BEAUCHEF	STM	220	14				T		1811		1811
GRAND JEAN BART			FONTAN JEUNE	STM	220	14			94	T		1812		
GRAND NAPOLEON		COUTEUX JACQ	CHOISNARD	DUN								1805		
GRAND NAPOLEON			CHOISNARD	CAL								1806		
GRAND NAPOLEON			MICHAUD	CAL								1806		
GRAND NAPOLEON NOTWO		HURET	CHOISNARD	CAL	35	14			40			1806		1805
GRAND NAPOLEON NOTWO		BLONDIN	CHOISNARD	BOU	35	14			40			1807		1805
GRAND NAPOLEON NOTWO		WASSELIN	CHOISNARD	BOU								1808		
GRAND NAPOLEON THREE		HURET ANT	CHOISNARD	BOU	57	16			60		1	1808		1808
GRAND NAPOLEON THREE		HURET ANT	CHOISNARD	BOU	57	16			55	T		1809		1808
GRAND NAPOLEON WASSE		LIN		DUN								1808		
GRAND QUINOLA PRIZE		LE BLANC	DUCHENE PINTEDEVIN	STM	72	8			47			1799		1797
GRAND QUINOLA PRIZE			DUCHENE PINTEDEVIN	STM	72	14			44			1800		
GRAND QUINOLA PRIZE			DUCHENE PINTEDEVIN	STM	72	14			49			1801		
GRAND RODEUR		HURET JEAN	MOLEUX CROUY	BOU	88	16			77		1	1809		
GRAND RODEUR			MOLEUX CROUY AUDI	BOU					89			1810		1809
GRIFFON		DEHABE	BASTERRECH FRS CIE	BAY	10				13			1813		
GUADALQUIVIR			PERNET JEAN	SMA							1	1811		
GUADALQUIVIR			PERNET JEAN	SMA							1	1812		
GUEPE		DUPONT THOS	BELLY LEFORT	BOR	250	18			135	T		1800		
GUERRIER		GALBARET JN		BAY						T		1793		
GUERRIER		LALLEMAND FELIX	REANT DEURIES	DUN	80	14			35	T	1	1799		
GUETTARY		FAYOUDE	DOLBARATZ	STJ	15				26			1796		
GUETTARY		FAYOUDE	DOLBARATZ	STJ	15				26			1799		
GUIDELON		GUIDELON NIC	DUBOIS FLS AIN FIC	STM	250	20			161	T		1793		1793
GUILLOTINE		THUEUX		DUN	25	2			26			1793		
HALLY		JOURD OLIVER							13			1793		
HARDI		LE VALTON	GUILLEMANT BODINIE	STM		4			35			1793		
HARDI		COWELL WM	LAVALLE TARBOL SAM	BRE	230	18			126			1796		
HARDI		DESSANDRY	LAVALLEECORBEL SAM	BRE	230	18			126	T		1797		
HARDI		HEGUY	SAUVINET ET FILS	BAY	8			4	17			1797		
HARDI		JAMAIN		DUN					15			1797		
HARDI		LE CHOSEL AUG	MOSQUERON	CHE	16	4			29	T		1797		1797
HARDI		MARTIN	GRIMONPRE	BOU								1797		
HARDI		FOULAT PRE	SAUVINET ET FILS	BAY	10			2	29			1798		
HARDI		PELLOT ET	LABROUDE	STJ	20				17			1798		
HARDI		ETCHEGARAY	CHEGARAY FRERES	STJ							1	1800		
HARDI		RENAUD JEAN	CAMBON AINE	BOR	200	16			92	T		1800		
HARDI			MARCHESCHI	ELB							1	1808		
HARDI MENDIANT PRIZE		BRANDT PIERRE	DIOT JN ET CIE MOR	CHE	24	2			28	T		1796		
HARDI OF BAYONNE		ETCHEGARAY JN		STJ	8			2	21			1796		
HARPALOS		HEROULT	GAST OF CAEN NEG	STM	48	4			45			1808		1807
HARPALOS		ROGERIE CHAS	DUCHESNE PINTEDEV	STM	48	3			54			1809		1807
HARPALOS		ROGERIE CHAS	DUCHESNE PINTEDEV	STM	48	3			54	T		1810		
HARPE		DAVID ROBT	PONTUS OF MARS NEG	MAR	162	2	6		101			1811		1811
HARPE		DAVID ROBT	PONTUS OF MARS NEG	MAR	162	2	6		101			1812		1811
HARPE		DAVID ROBT	PONTUS OF MARS NEG	MAR	162	2	6		101	T	1	1813		1811
HASARD		CLAEISSON		DUN	8	2			19			1793		
HASARD			RICHER PRE	CHE	5				10			1797		
HASARD		BAILLY LOUIS	FURTADO JN	BAY	45	8			36			1797		
HASARD		CHOTEAU C	ROBIN FILS	LAR	120	14			96	T	1	1797		
HASARD		QUIMPER MATH	LE ROUX ET TATON	STM		2			21			1797		
HASARD		AULIAC LS	JOAUHAU	BAY				4	17			1798		
HASARD		DEGAULLE		DUN								1798		
HASARD		BERGRIEU	JOAUHAU	BAY				4	29			1799		
HASARD		DUTEMPLE JN	ERUSSTARD MAUCRON	STM	50	6			40			1799		1799
HASARD		BEAUVOIS PRE	SAUVAGE LA SALLE	BOU	45	6			41			1803		1803
HASARD		BEAUVOIS PRE	SAUVAGE LA SALLE	BOU	45	6			41	T		1804		1803
HASARD		LEFEBVRE JN	ISAAC AINE FRERE	CAL	53	14			34			1807		1807
HASARD		LEFEBVRE JN	ISAAC AINE FRERE	CAL	53	14			34	T		1808		1807
HASARD PRIZE		LA MAIRE JEAN	DUBOIS ET CIE	FEC	14	2		2	17	T		1796		
HASARD PRIZE		MUELENAER ANDRE	SCHMIT	DUN	22	2			18	T		1796		
HAZARD		MASSE JEAN	BERTHE	BOU	1				23			1811		1811
HEBE			LE GRANDET	OST								1808		
HENRI		DOULARD ALEXIS	MOULIE JN	NAN	200	12			103			1797		
HENRI		DOULARD ALEXIS	MOULIE JN	NAN	200	12			103	T	1	1798		
HENRI	G ET M		ABEILLE BOUSQUET	ROC					39	T		1808		
HENRIETTE	G ET M		LELEU ET HENRI	BOR								1803		
HERO				LAR								1811		
HEROD			LEMEL	LAR						T		1811		
HEROS		LION FRAN		DUN		2		5	35			1797		
HEROS		ROSSE RENE	MARTIN DOUCHIN	STM	49	14			66			1800		
HEROS		ROSSE RENE	MARTIN DOUCHIN	STM	49	14			66	T		1801		
HEROS DU NORD		COULON JACQ	ROUZE EMMANUEL	DUN	57	12	2		53			1809		
HEROS DU NORD		AUDINET JEAN	ROUZE EMMANUEL	DUN	57	12	2		53			1810		
HEUREUSE				POR								1806		
HEUREUSE			MARADOUR	ELB							1	1808		
HEUREUSE ESPERANCE		BASSET ALEXIS	FONTAN JEUN THOMAS	STM	49	14			34			1799		
HEUREUSE ESPERANCE		BASSET ALEXIS	FONTAN JEUN THOMAS	STM	49	14			34	T		1800		1799
HEUREUSE ETOILE		DUHAMEL CHAS	THIRET	CHE	33	2				T		1809		
HEUREUSE ETOILE				HAM		8			22			1811		
HEUREUSE JEANNETTE		LOUSTALET PRE		BAY								1793		
HEUREUSE NOUVELLE		DENIS JULIEN	PEYRON ET CIE	BRE	340	22			78		1	1797		
HEUREUSE NOUVELLE		DENIS JULIEN	PEYRON ET CIE	BRE	340	22			78	T		1798		
HEUREUSE SOCIETE		GOUET JOSEPH	BECOT GUILL	PAI	134	14			64	T		1800		
HEUREUX		VIDAU JEAN	CONTE JACQ	BOR	200	16			90	T		1798		
HEUREUX		LIMOUSIN JN	CONTE JACQ	BOR	500	22			221			1799		
HEUREUX		LIMOUSIN JN	CONTE JACQ	BOR	500	22			221	T		1800		
HEUREUX		GIRON BENOIST	DUBOIS ET RABIER	STM	143	14			78	T		1801		1800
HEUREUX				STR		2			16			1811		
HEUREUX COURIER		LATOUCHE FRAN	LE ROND	GRA	102	14			56			1799		1798
HEUREUX COURIER		LATOUCHE FRAN	LE ROND	GRA	102	14			56	T		1800		1798
HEUREUX DECIDE		COQUET	COQUET	BOR	180							1798		
HEUREUX HASARD		DARRE PIERRE	BERARD OF LORIENT	NAN	120	4			94	T	1	1799		
HEUREUX HASARD		ETCHEGARAY JN	SABATTI OF CIBOURE	STJ	10				23			1799		
HEUREUX SANS CULOTTE		REVEN JACQ		DUN	90	8			39			1793		
HEUREUX SPECULATEUR		BLACK ALEX	BLACK ALEX	CHE	27	2		2	11			1797		1793
HEUREUX SPECULATEUR		BLACK ALEX	BLACK ALEX	CHE	61	8			37			1797		
HEUREUX SPECULATEUR		BLACK ALEX	MOSQUERON ET BLACK	CHE	61	8			37			1798		
HEUREUX SPECULATEUR		QUONIAM LOUIS	LE CARPENTIER ETFS	GRA	61	14			57	T		1799		
HEUREUX SPECULATEUR		RENAUDEAU	MOSQUERON FILS AIN	CHE	61	98			37			1799		
HIRONDELLE			GAUTIER LE JEUNE	STM		3		6	30			1793		
HIRONDELLE		DE FRAYE JEAN	SCHMID BAREME	DUN	80	14			75	T		1793		1782
HIRONDELLE		ROUILLE ALEX	GRENVILLEAU LANDR	MOR	21	6		2	44			1796		1787
HIRONDELLE		SIZEBERT	GODEFROY	HAV	8							1796		1795
HIRONDELLE		TROUDE VICTOR	LAURENT JEAN	BRE	50	10			53	T		1796		
HIRONDELLE		BARADE GUILL	BASTERRECHE	BAY	41	2		6	25	T		1797		
HIRONDELLE		BOREE		HAV					18			1797		
HIRONDELLE		GUILBERT PRE	DESSAULX	NAN	60	2			59			1797		
HIRONDELLE		LELONG JOSEPH	FONTAINE LOUIS	BOU								1797		
HIRONDELLE		ROUILLE ALEX	GRENVILLEAU LANDR	MOR	21	6		2	44	T		1797		
HIRONDELLE		SOLENG FRAN	SAUNNIER EYNAUD	TOU	12	1			25			1797		
HIRONDELLE		TARDY PRE							64			1797		
HIRONDELLE				CRO								1798		
HIRONDELLE		VALENCE JEROME	SAUVINET ET FILS A	SNT	18			6	31			1798		
HIRONDELLE		DESGARDINES PRE	MESSE ET CIE	CAL	55	14			49	T		1799		1798
HIRONDELLE		DIAS JACQ	TORRES OF DUNKIRK	BOU	22	5			25	T		1799		
HIRONDELLE		FRESSON JN		DUN								1799		
HIRONDELLE		VALENCE JEROME	SAUVINET ET FLSAIN	SNT	18			6	31			1799		1797
HIRONDELLE			TRONQUE ET DUPOUY	CAL	125	16			92			1803		1801
HIRONDELLE			TRONQUE ET DUPOUY	CAL	125	16			92	T		1804		1801
HIRONDELLE		ALMED	DUPOUY ET TRUGUEL	DUN								1804		
HIRONDELLE		ALLEMES JOSEPH	TRONQUE ET DUPOUY	DUN	125	16			92	T		1805		1801
HIRONDELLE			DUPONT DE LENS	CAL								1808		
HIRONDELLE		GUETTIER		LAH								1808		
HIRONDELLE			RAYBAUD ANGE	MAR							1	1809		
HIRONDELLE		CHOBLET MARTIN	MERCIER PIERRE	NAN	136	10	4		70	T		1809		
HIRONDELLE		GAUTTIER	GAUTIER JEUNE	STM	119	6			65	T		1809		1808
HIRONDELLE			LEMAIRE EMMERY VAN	OST								1810		
HIRONDELLE		LE ROY A	DUCLOS H OF CAEN	LAH	27	2		2	33	T		1810		1803
HIRONDELLE		DELAMOTTE		DUN								1811		
HIRONDELLE		LE TANNEUR	CASTEL PERE FILS	HAM	3	2			22			1811		
HIRONDELLE		MONNIER ANT	MARTIN NEG	MAR							1	1812		
HIRONDELLE NO TWO				DUN	16	5			21			1811		
HIRONDELLE PRIZE		GABERT CHAS	BRUN JEAN	TOU	9	1			27			1803		
HOCHE		PREVERT JULIEN	TREVE ET CIE	BRE					14			1796		
HOCHE		PREVERT JULIEN	TREVE ET CIE	BRE					14	T		1797		
HONORINE		DROSIER DAVID	MERLIN DUBROEUIL	BOU					65			1812		
HONORINE		DROSIER	MERLIN DUBROEUIL	BOU					65			1813		
HOROSCOPE		DAMBERGER	PECHE LOUIS	BAY	23				29			1798		
HOROSCOPE		DAMBERGER	PECHE LOUIS	BAY	23				29			1799		
HOUSARD				DAN								1811		
HUIT FRERES		FAUQUEUX	ADAM ALEX	BOU								1798		
HUIT FRERES		CORNU PHIL	DUPLESSIS GUILLAUX	BOU	57	14			22			1799		
HUIT FRERES		FAUQUEUX	ADAM ALEX	BOU								1799		
HUIT FRERES		CORNU PHIL	DUPLESSIS GUILLAUX	BOU	57	14			22	T		1800		
HUITS AMIS		BAINGUEY B	THOMINE	BOR	150	18			157	T		1798		
HUNEBOURG		GILLEBAUD JN	THOMAS AUGUSTIN	STM	80	4			49			1809		1809
HUNEBOURG		GILLEBAUD JN	THOMAS AUGUSTIN	STM	80	4			49	T		1810		1809
HURON		DESTEBECHE PRE	CONTE JN	BAY	300	20			123			1798		
HURON		HARISMENDY AUG	CONTE JACQ	BOR	420	18			65			1798		
HURON		LACAVE		BAY					40			1798		
HUSARD		HAMMOND GEO	HAMON GEO	HON	61	4			34	T		1798		
HUSARD	G ET M	PELTIER ET	BASTERRECHE	BAY	250	20			112	T		1798		
HYAENA		BERRADE MARTIN	BALGUERIE OF BORD	BAY	400	22			228			1797		
HYAENA		BERRADE MARTIN	BALGUERIE OF BORD	BAY	400	22			228	T		1798		
HYDRE		DEMOLIERE HENRI	COURTOIS LERAY	NAN	600	18			156		1	1797		
HYDRE		BICHET	COURTOIS SIGIRGORE	NAN	500	24			160	W		1798		1793
HYDRE		LE COEUR	COURTOIS LERAY SIG	NAN	100	20			167			1798		1797
HYENE		LARREGUY MICH	LABROUCHE FORBALG	BAY	400	22			217	T		1797		
HYENE	G ET M		BRIOLLE BALGUERIE	ROC		12			40			1808		
HYENE	G ET M	LARRAGUE	BRIOLLE BALGUERIE	ROC		12			40	T		1809		
HYPPOLITE			HYPPOLITE COLLINEA	NAN								179		
IENA		CAPELLE	ROUZE	OST	26	2		2	30			1806		
IENA		MOREL PRE	STIVAL FILS GASP	DUN	64	18			60			1806		1806
IENA		CAPELLE	ROUZE	OST	26	2				T		1807		
IENA		DANGLADE JN	GIRON PRE NEG	BAY	32	1		4	35	T		1807		
IENA		MOREL PRE	STIVAL FILS GASP	DUN	64	18				T		1807		1806
IENA NO SIX		BONENFANT JN	LA COSTE OF ANVERS	AMS	42	12	2		29	T		1808		1805
IMPATIENT		BAILLY	BASTERRECHE FRS	BAY	150	10			83			1798		
IMPATIENT		LABORDE CHAS	BASTERRECHE FRS	BAY	120	18			113			1798		
IMPERATRICE		GLASON B	SAGE ET CIE BOUL	CAL	70	16			45			1809		
IMPERATRICE		GLASON B	SAGE ET CIE BOUL	CAL	70	16			45	T		1810		
IMPERATRICE BIENAIME			VERNIER OLANYER	ROC		10			40			1808		
IMPERATRICE MARIELSE		FOUCHEREAU		HAM								1811		
IMPERATRICE REINE			TAUCHIN GUETTIER	ROC		6			36			1808		
IMPRENABLE		CROQUEVIELLE	LEMOYNE ET AUTIER	STM		2			16			1793		
IMPRENABLE		MUSCHERT JN		DUN		14			47			1799		
IMPRENABLE		SPARROW VICTOR		DUN		14			47			1800		
IMPROMPTU		PITALUGO JN	BONIFAY ET CIE	MAR	80	4						1793		
IMPROMPTU		LACAVE ET	LAPORTE	BAY	90	6			48	W		1797		
IMPROMPTU		HAYET JN	BASTERRECHE	STJ	70				18			1798		
IMPROMPTU		LANNALONGE PRE	MARQUEFOY FRERES	BAY	100	14			64			1798		
IMPROMPTU		LANXALONGE PRE	MARQUEFOY FRERES	BXY	100	14			64	T		1799		
IMPROMPTU		BOUCHARD ROBT	LAFOIREZ CADET	BOU							1	1800		
IMPROMPTU				CAL								1803		
IMPROMPTU			LAFOIREZ VVE	BOU								1803		
IMPROMPTU		FOURMENTIN J		DUN								1803		
IMPROMPTU				CAL								1804		
IMPROMPTU			LAFOIREZ VVE CAVEN	BOU	42	4		4	45			1805		
IMPROMPTU		SAUVAGE JACQ	LAFOIREZ	CAL	42	2		4	45	T		1806		
IMPROMPTU PRIZE		LECUYER HENRI	COUDY DULANGPROY	CHE					32	T		1797		
INAPPRECIABLE			BOUCANIER FILS	MAR	400							1793		
INCOMPARABLE		DELATTRE EUGENE	BREDEL BODET ETCIE	BRE						W		1797		
INCOMPARABLE		GEFFROY GILLE	COSTE ET CIE	STM	16				23			1807		1807
INCOMPARABLE		ROSSE RENE	FORTAN JEUNE NEG	STM	90	8			80			1808		1807
INCOMPARABLE		BLANCHET JN	FORTAN JEUNE NEG	STM	90	8			80	T		1809		1807
INCOMPARABLE		LIBERATO JER	BELLOCQ JEAN	SMA							1	1811		
INCOMPARABLE		LEDUC A	COSTE LECUDENEC	STM	30	2			48	T		1812		1811
INCONCEVABLE		BREIDENBACK J	CHAVET	DUN	60	8			52			1797		
INCONCEVABLE		BREIDENBACK J	CHAVET	DUN	60	8			52	T		1798		
INCONNU		BOILLAN		DUN		4			18			1798		
INCONNU		GODEFROY GILLES	LACHAMBRE CHAS	STM	130	14			119			1813		1813
INCONNU		GODEFROY GILLES	LACHAMBRE CHAS	STM	130	14			119	T		1814		1813
INCORRUPTIBLE		LEDUC		DUN		34	4					1800		
INCROYABLE		DESSE PRE	ARMAND ET BUISSON	BOR	600	24			220	T		1797		
INCROYABLE		LE MARCAND	THOMAZEAU	STM	25	3			25	T	1	1797		
INCROYABLE		MARBAISSE		DUN	80	14			67			1798		
INCROYABLE PRIZE		ROGER	BLAIZE	STM	15	2			26	T		1797		
INDEFATIGABLE		CANDEAU JN	FLEURIAU	NAN	400	16			170		1	1798		
INDEFATIGABLE		CANDEAU JN	FLEURIAU	NAN	400	16			170	T	1	1799		
INDEMNITE		LUGEOL	DUVEILLE	BOR					68	T		1796		
INDEPENDANT		ETCHEBESTER MAR	PAGES BERTRAND	STJ	39	2			47		1	1798		
INDEPENDANT		ETCHEBESTER MAR	PAGES BERTRAND	STJ	39	2			47		1	1799		
INDIEN			BERTRAND	NAN							1	1797		
INDIEN		FORTERIE PRE	MAIGNONNE PRE LE	GRA	227	16			54	T		1797		
INDOMPTABLE PRIZE		BALIDAR ANT	QUENOVILLE	DIE	128	16			125	T		1810		
INDUSTRIE		CORDIER		DUN		2			16			1799		
INDUSTRIE		HURET JN	GRISET	BOU		8		4	60			1799		
INTREPIDE			COSSIN FELIX	NAN							1	1793		
INTREPIDE		GUEYRAND	SAVILLE ET CIE	MAR	53							1793		1791
INTREPIDE		DELATTRE		DUN		9						1796		
INTREPIDE				DUN		18			80			1797		
INTREPIDE		CANDEAUX JN	COIRON	NAN	100	14			78	T		1797		
INTREPIDE		VILLENAVE PRE	COIRON PRE FILS	NAN	80	12			65		1	1797		
INTREPIDE				BOR								1798		
INTREPIDE			SANNIER DUCROCQ	BOU		3			40			1799		
INTREPIDE		SAILLARD NIC	LAFOIRET CADET	CAL	60	14			50	T		1799		9918
INTREPIDE		SPARROW VICTOR		DUN								1800		
INTREPIDE			SANNIER DUCROCQ	BOU		3			40			1801		
INTREPIDE			POTOSTA PERRIN	LEG								1803		
INTREPIDE		BAVASTRO	DONNI JN	NIC								1806		
INTREPIDE		BOURSIN MARIE	LOIRET ET CIE	STM	72	14			26	T		1806		1800
INTREPIDE		BOURGAIN JACQ	LAFOIRET VVE	CAL	56	16			43			1807		1807
INTREPIDE			LAFOIRET VVE	DIE	56	16			43			1808		1807
